date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,city
1619416800,2,330.45,0.21,1.67,74.39,0.6,10.76,14.93,1.79,Chikkamagaluru
1619420400,2,337.12,0.13,1.05,82.25,0.59,11.9,15.57,1.43,Chikkamagaluru
1619424000,2,340.46,0.12,1,85.12,0.66,14.2,17.69,1.16,Chikkamagaluru
1619427600,2,337.12,0.11,1.05,86.55,0.69,16.1,19.77,1.11,Chikkamagaluru
1619431200,2,340.46,0.17,1.56,77.96,0.71,16.85,20.75,1.36,Chikkamagaluru
1619434800,2,350.48,0.26,2.46,67.95,0.73,16.78,20.94,1.65,Chikkamagaluru
1619438400,2,357.15,0.26,3.43,60.8,0.7,17.7,22.5,1.63,Chikkamagaluru
1619442000,2,363.83,0.07,4.37,51.5,0.66,18.71,24.38,1.63,Chikkamagaluru
1619445600,2,360.49,0,4.28,41.84,0.65,19.73,26.24,1.49,Chikkamagaluru
1619449200,3,353.81,0,3.98,37.55,0.66,21.45,28.86,1.28,Chikkamagaluru
1619452800,3,350.48,0,4.33,34.33,0.7,24.19,32.55,1.3,Chikkamagaluru
1619456400,4,353.81,0,4.71,30.4,0.76,25.84,34.8,1.28,Chikkamagaluru
1619460000,3,340.46,0,4.67,27.9,0.72,24.78,33.06,1.19,Chikkamagaluru
1619463600,3,317.1,0,3.9,26.82,0.56,22.45,29.7,1.09,Chikkamagaluru
1619467200,3,293.73,0,2.91,26.82,0.5,20.28,26.99,1.08,Chikkamagaluru
1619470800,2,277.04,0,2.27,27.54,0.55,18.41,24.36,1.12,Chikkamagaluru
1619474400,2,267.03,0,1.86,30.4,0.72,16.53,21.62,1.08,Chikkamagaluru
1619478000,2,273.71,0,1.61,36.84,0.86,15.96,20.78,0.94,Chikkamagaluru
1619481600,2,287.06,0,1.63,44.35,0.84,17.49,23.08,0.9,Chikkamagaluru
1619485200,3,303.75,0,2.31,48.64,0.83,21.13,29.09,1.22,Chikkamagaluru
1619488800,4,333.79,0.04,4.24,46.49,1.07,26.44,37.51,1.93,Chikkamagaluru
1619492400,4,360.49,0.24,4.8,49.35,1.57,32.63,45.97,2.47,Chikkamagaluru
1619496000,4,363.83,0.18,2.68,67.23,2.56,36.18,49.55,2.57,Chikkamagaluru
1619499600,4,363.83,0.14,2.01,72.24,3.04,32.03,43.47,2.6,Chikkamagaluru
1619503200,4,360.49,0.11,1.76,75.82,3.34,27.18,36.75,2.72,Chikkamagaluru
1619506800,3,357.15,0.08,1.71,82.97,4.47,23.09,30.47,2.31,Chikkamagaluru
1619510400,3,353.81,0.06,1.99,87.26,4.83,21.11,26.95,1.98,Chikkamagaluru
1619514000,3,353.81,0.03,2.4,87.98,4.59,20.67,26.05,2.06,Chikkamagaluru
1619517600,3,383.85,0.01,6,64.37,3.76,21,26.66,3.07,Chikkamagaluru
1619521200,3,447.27,0.02,12.17,36.12,3.07,22.49,29.05,4.62,Chikkamagaluru
1619524800,3,534.06,0.04,20.05,19.67,2.92,24.93,32.48,6.27,Chikkamagaluru
1619528400,4,607.49,0.19,25.71,10.55,2.89,28.47,37.29,7.54,Chikkamagaluru
1619532000,4,627.52,0.43,22.62,6.08,2.38,33.37,43.46,5.64,Chikkamagaluru
1619535600,4,567.44,0.32,14.91,5.81,1.68,35.36,45.59,2.88,Chikkamagaluru
1619539200,4,507.36,0.19,10.11,5.99,1.22,33.65,43.2,1.84,Chikkamagaluru
1619542800,4,473.98,0.18,8.14,5.68,1.04,30.62,39.47,1.57,Chikkamagaluru
1619546400,4,433.92,0.14,7.03,6.08,0.88,26.21,34,1.33,Chikkamagaluru
1619550000,3,390.53,0.07,5.44,7.24,0.69,21.83,28.15,1.22,Chikkamagaluru
1619553600,2,357.15,0.03,4.16,8.4,0.66,19.22,24.47,1.31,Chikkamagaluru
1619557200,2,337.12,0.02,3.43,9.92,0.74,18.07,22.65,1.49,Chikkamagaluru
1619560800,2,320.44,0.01,3.04,11.44,0.89,17.2,21.01,1.63,Chikkamagaluru
1619564400,2,310.42,0.03,2.91,10.01,0.87,16.73,20.29,1.84,Chikkamagaluru
1619568000,2,307.08,0.09,3.3,8.14,0.86,16.76,20.4,2.12,Chikkamagaluru
1619571600,2,323.77,0.45,4.93,5.81,0.97,17.4,22.05,2.25,Chikkamagaluru
1619575200,2,377.18,1.93,7.97,3.89,1.34,19.09,25.44,2.41,Chikkamagaluru
1619578800,3,423.91,3.24,10.28,7.96,1.59,20.62,28.19,2.95,Chikkamagaluru
1619582400,3,357.15,0.34,5.66,44.7,1.28,20.76,28.13,1.85,Chikkamagaluru
1619586000,3,343.8,0.28,3.3,57.94,1.1,21.53,29.12,1.84,Chikkamagaluru
1619589600,3,333.79,0.2,2.08,67.23,1.12,21.49,29.17,1.87,Chikkamagaluru
1619593200,3,350.48,0.37,3.47,70.1,1.52,22.43,30.25,2.82,Chikkamagaluru
1619596800,4,397.21,0.55,6.77,91.55,2.65,26.13,34.48,5.26,Chikkamagaluru
1619600400,4,447.27,0.55,10.11,121.59,3.87,30,38.92,8.11,Chikkamagaluru
1619604000,4,500.68,0.57,13.2,141.62,4.53,32.73,41.96,10.89,Chikkamagaluru
1619607600,4,540.73,0.6,14.74,138.76,4.35,33.88,42.81,11.53,Chikkamagaluru
1619611200,4,547.41,0.54,15.42,104.43,3.58,32.8,41.05,8.99,Chikkamagaluru
1619614800,4,534.06,0.14,13.88,58.65,2.56,30.32,38.02,5.19,Chikkamagaluru
1619618400,4,520.71,0,11.48,33.26,2.09,28.15,35.67,3.23,Chikkamagaluru
1619622000,4,494,0,8.4,25.39,1.83,26.16,33.32,2.12,Chikkamagaluru
1619625600,3,480.65,0,7.03,27.18,1.8,24.11,30.48,1.66,Chikkamagaluru
1619629200,3,467.3,0,6.43,31.47,1.97,22.33,28.29,1.47,Chikkamagaluru
1619632800,3,440.6,0,6.08,35.05,2.03,21.25,27.18,1.49,Chikkamagaluru
1619636400,3,413.9,0,5.74,30.4,1.43,21.85,27.98,1.73,Chikkamagaluru
1619640000,3,397.21,0,4.8,24.68,0.95,23.63,30.24,2,Chikkamagaluru
1619643600,4,373.84,0,3.81,22.35,0.75,25.2,32.3,2.31,Chikkamagaluru
1619647200,4,357.15,0,3.21,20.03,0.63,26.48,34.08,2.66,Chikkamagaluru
1619650800,4,347.14,0.01,2.96,17.52,0.57,27.54,35.58,3.1,Chikkamagaluru
1619654400,4,340.46,0.03,3.51,15.74,0.58,28.65,37.24,3.71,Chikkamagaluru
1619658000,4,360.49,0.21,5.91,11.98,0.76,28.4,37.41,4.24,Chikkamagaluru
1619661600,4,440.6,2.38,10.03,3.93,1.13,28.47,38.57,4.12,Chikkamagaluru
1619665200,4,527.38,7.04,11.31,3.22,1.27,29.4,40.41,3.67,Chikkamagaluru
1619668800,4,357.15,0.11,3.3,75.1,1.71,28.92,36.26,0.94,Chikkamagaluru
1619672400,4,347.14,0.11,1.86,80.82,1.97,29.15,36.28,0.99,Chikkamagaluru
1619676000,4,343.8,0.11,1.41,80.82,2.06,28.21,35.16,1.08,Chikkamagaluru
1619679600,4,353.81,0.19,2.16,71.53,2.12,28.11,34.72,1.39,Chikkamagaluru
1619683200,4,380.52,0.27,3.68,60.8,2.18,28.33,34.4,1.84,Chikkamagaluru
1619686800,4,407.22,0.25,5.4,52.21,2.27,28.04,33.45,2.15,Chikkamagaluru
1619690400,4,417.23,0.23,5.83,47.21,2.33,25.69,30.4,2.12,Chikkamagaluru
1619694000,3,417.23,0.29,5.74,47.21,2.12,22.3,26.44,2.01,Chikkamagaluru
1619697600,2,413.9,0.22,5.91,51.5,1.94,19.02,22.59,2.03,Chikkamagaluru
1619701200,2,487.33,0.21,13.88,27.54,1.77,17.8,22.16,3.71,Chikkamagaluru
1619704800,3,600.82,0.81,21.94,7.06,2.35,20.47,27.21,7.22,Chikkamagaluru
1619708400,3,714.3,4.3,25.36,0.67,3.67,24.97,33.97,12.92,Chikkamagaluru
1619712000,4,787.74,5.7,30.16,0.49,5.07,28.4,38.4,20.01,Chikkamagaluru
1619715600,4,794.41,4.69,29.82,0.78,4.83,29.49,39.44,20.01,Chikkamagaluru
1619719200,4,734.33,2.29,23.65,2.21,2.77,28.31,36.96,10.13,Chikkamagaluru
1619722800,4,647.54,0.37,15.59,6.8,1.07,25.93,32.71,2.79,Chikkamagaluru
1619726400,3,560.76,0.02,8.74,13.41,0.72,24.09,29.73,2.06,Chikkamagaluru
1619730000,3,480.65,0,5.14,20.74,0.69,23.09,28.39,2.12,Chikkamagaluru
1619733600,3,423.91,0,3.26,29.33,0.71,23.32,28.59,2.12,Chikkamagaluru
1619737200,3,397.21,0,2.79,25.39,0.6,24.38,29.93,2.38,Chikkamagaluru
1619740800,4,387.19,0.01,3.3,23.6,0.62,25.46,31.33,2.66,Chikkamagaluru
1619744400,4,403.88,0.04,5.74,21.64,0.83,26.95,33.5,3.26,Chikkamagaluru
1619748000,4,480.65,1.26,10.8,17.35,1.27,29.46,37.46,4.12,Chikkamagaluru
1619751600,4,567.44,4.08,13.02,31.11,1.55,32.5,41.32,4.31,Chikkamagaluru
1619755200,4,453.95,0.28,6.17,74.39,1.58,30.21,36.62,2.22,Chikkamagaluru
1619758800,4,427.25,0.26,3.73,77.96,1.57,30.88,37.27,2.28,Chikkamagaluru
1619762400,4,413.9,0.19,2.31,84.4,1.62,32.19,38.8,2.22,Chikkamagaluru
1619766000,4,400.54,0.14,1.65,91.55,1.88,37.91,45.96,1.69,Chikkamagaluru
1619769600,4,393.87,0.19,2.06,91.55,2.03,45.93,56.42,1.46,Chikkamagaluru
1619773200,5,390.53,0.23,2.57,92.98,2.18,51.54,63.35,1.49,Chikkamagaluru
1619776800,5,453.95,0.95,8.05,67.23,1.97,56.49,69.93,3.55,Chikkamagaluru
1619780400,5,574.11,1.68,15.94,55.79,2,61.43,76.71,6.02,Chikkamagaluru
1619784000,5,714.3,1.7,28.79,46.49,2.53,66.72,83.81,9.37,Chikkamagaluru
1619787600,5,847.82,0.53,41.13,26.46,3.25,71.51,90.22,12.54,Chikkamagaluru
1619791200,5,921.25,0.67,36.67,5.99,2.86,74.86,93.99,10.01,Chikkamagaluru
1619794800,5,867.84,0.94,25.71,4.74,2.06,73.18,90.37,6.59,Chikkamagaluru
1619798400,5,700.95,0.03,16.11,15.74,1.51,65.26,78.49,4.05,Chikkamagaluru
1619802000,5,627.52,0.01,11.82,20.92,1.34,60.52,71.56,3.52,Chikkamagaluru
1619805600,5,580.79,0,9.08,26.46,1.13,56.82,66.28,3.07,Chikkamagaluru
1619809200,5,540.73,0.01,7.54,21.1,0.73,54.78,63.54,2.76,Chikkamagaluru
1619812800,5,514.03,0.01,5.66,12.52,0.46,53.88,62.48,2.44,Chikkamagaluru
1619816400,5,500.68,0.01,4.46,11,0.43,53.54,62.23,2.6,Chikkamagaluru
1619820000,5,480.65,0.01,3.64,12.7,0.47,53.4,62.79,3.01,Chikkamagaluru
1619823600,5,460.63,0.01,3.17,15.2,0.55,52.85,63.38,3.39,Chikkamagaluru
1619827200,5,447.27,0.01,3.43,16.81,0.71,52.25,64.2,3.96,Chikkamagaluru
1619830800,5,447.27,0.07,5.27,15.02,0.97,51.59,65,4.81,Chikkamagaluru
1619834400,5,500.68,1.36,9.08,8.76,1.33,52.31,67.19,5.95,Chikkamagaluru
1619838000,5,587.46,4.86,11.48,15.74,1.57,53.84,69.93,6.27,Chikkamagaluru
1619841600,5,467.3,0.42,5.57,71.53,1.91,50.51,63.54,2.66,Chikkamagaluru
1619845200,5,440.6,0.26,2.87,87.98,2.03,51.55,62.67,2.28,Chikkamagaluru
1619848800,4,433.92,0.21,1.91,94.41,2.06,49.49,59,2.25,Chikkamagaluru
1619852400,4,440.6,0.31,2.64,88.69,1.86,47.09,55.58,2.85,Chikkamagaluru
1619856000,4,447.27,0.41,4.37,83.69,1.7,43.91,51.76,3.99,Chikkamagaluru
1619859600,4,440.6,0.37,6.08,85.12,1.85,40.66,47.97,5.32,Chikkamagaluru
1619863200,4,467.3,0.38,9.08,87.98,2.18,41.28,48.54,7.35,Chikkamagaluru
1619866800,4,514.03,0.45,12.51,90.84,2.47,44.39,51.74,9.25,Chikkamagaluru
1619870400,4,567.44,0.36,17.14,87.26,2.71,47.33,54.8,10.89,Chikkamagaluru
1619874000,4,607.49,0.08,19.54,66.52,2.68,49.31,57.1,11.02,Chikkamagaluru
1619877600,4,614.17,0,16.28,38.98,2,49.24,57.26,7.28,Chikkamagaluru
1619881200,4,580.79,0,11.82,23.96,1.36,44.96,52.54,3.64,Chikkamagaluru
1619884800,4,554.09,0.01,9.17,17.35,1,36.74,43.21,2.09,Chikkamagaluru
1619888400,4,540.73,0.05,8.14,11.98,0.83,30.24,35.99,1.74,Chikkamagaluru
1619892000,4,520.71,0.1,7.2,8.67,0.62,26.38,31.68,1.5,Chikkamagaluru
1619895600,3,487.33,0.11,6,7.24,0.38,24.65,29.84,1.82,Chikkamagaluru
1619899200,3,453.95,0.07,4.84,6.44,0.37,23.86,29.28,3.23,Chikkamagaluru
1619902800,3,433.92,0.04,4.33,6.71,0.49,22.81,28.35,6.21,Chikkamagaluru
1619906400,3,417.23,0.02,4.46,8.58,0.74,23.77,29.86,11.02,Chikkamagaluru
1619910000,4,407.22,0.01,4.5,11.98,0.95,25.89,32.58,14.69,Chikkamagaluru
1619913600,4,407.22,0.01,4.97,16.27,1.16,27.72,34.75,17.23,Chikkamagaluru
1619917200,4,427.25,0.02,7.37,19.85,1.55,29.16,36.62,19.51,Chikkamagaluru
1619920800,4,500.68,0.85,13.71,18.24,2.41,31.17,39.9,21.53,Chikkamagaluru
1619924400,4,594.14,4.14,17.65,32.9,2.98,34.17,44.16,19.76,Chikkamagaluru
1619928000,4,547.41,1.76,10.45,81.54,1.76,32.15,40.72,9.63,Chikkamagaluru
1619931600,4,487.33,0.57,4.2,92.98,1.07,29.64,36.26,4.94,Chikkamagaluru
1619935200,4,433.92,0.28,2.1,90.12,0.78,26.27,30.97,3.07,Chikkamagaluru
1619938800,3,387.19,0.09,0.85,95.84,0.68,22.78,25.68,1.5,Chikkamagaluru
1619942400,3,363.83,0.07,0.94,95.84,0.79,22.76,25.25,1.24,Chikkamagaluru
1619946000,3,357.15,0.03,1.22,92.98,0.85,23.26,25.65,1.27,Chikkamagaluru
1619949600,3,363.83,0.06,2.14,80.11,0.83,23.97,26.49,1.66,Chikkamagaluru
1619953200,4,383.85,0.23,3.51,62.94,0.94,25.19,28.01,2.22,Chikkamagaluru
1619956800,4,403.88,0.34,5.06,52.21,1.18,26.33,29.5,2.6,Chikkamagaluru
1619960400,4,423.91,0.12,7.11,37.55,1.42,27.95,31.67,3.17,Chikkamagaluru
1619964000,4,427.25,0,7.03,23.6,1.42,29.87,34.39,3.07,Chikkamagaluru
1619967600,4,403.88,0.01,5.44,18.6,1.28,31.32,36.4,2.06,Chikkamagaluru
1619971200,4,387.19,0.01,4.71,18.24,1.22,32.53,37.82,1.46,Chikkamagaluru
1619974800,4,377.18,0.01,4.5,19.13,1.27,33.33,38.64,1.35,Chikkamagaluru
1619978400,4,370.5,0,4.24,21.1,1.27,33.76,38.86,1.24,Chikkamagaluru
1619982000,4,363.83,0,3.64,22.17,1.13,34.33,38.99,1.17,Chikkamagaluru
1619985600,4,357.15,0,3.21,21.1,1.03,34.9,39.11,1.3,Chikkamagaluru
1619989200,4,350.48,0,2.91,19.85,0.94,34.63,38.73,1.58,Chikkamagaluru
1619992800,4,343.8,0.01,3.13,15.91,0.92,32.64,36.73,4.62,Chikkamagaluru
1619996400,4,347.14,0.02,4.16,13.41,1.27,30.53,34.55,10.64,Chikkamagaluru
1620000000,4,373.84,0.05,6.17,12.52,1.79,28.9,32.56,16.97,Chikkamagaluru
1620003600,4,427.25,0.26,10.54,10.19,2.47,27.83,31.75,23.05,Chikkamagaluru
1620007200,4,540.73,3.58,17.48,3.76,3.76,29.23,35.12,28.12,Chikkamagaluru
1620010800,4,654.22,12.18,17.48,5.32,3.99,30.22,37.83,23.56,Chikkamagaluru
1620014400,3,393.87,0.27,3.6,63.66,1.39,20.16,23.41,2.76,Chikkamagaluru
1620018000,3,387.19,0.1,1.8,69.38,1.33,21.41,24.55,2.34,Chikkamagaluru
1620021600,3,380.52,0.06,1.52,68.67,1.3,21.2,24.11,2.34,Chikkamagaluru
1620025200,3,380.52,0.04,1.59,67.95,1.4,20.65,23.19,2.22,Chikkamagaluru
1620028800,3,377.18,0.03,1.93,67.95,1.51,20.02,22.26,2.09,Chikkamagaluru
1620032400,2,377.18,0.03,2.34,65.8,1.54,19.24,21.28,2.12,Chikkamagaluru
1620036000,2,433.92,0.17,8.57,31.11,1.27,19.99,23.08,3.26,Chikkamagaluru
1620039600,3,547.41,1.26,17.14,10.73,1.48,21.65,26.28,5.64,Chikkamagaluru
1620043200,3,680.92,4.25,29.47,4.87,2.47,23.15,28.81,10.26,Chikkamagaluru
1620046800,4,807.76,7.26,39.41,1.3,3.58,25.87,32.59,14.82,Chikkamagaluru
1620050400,4,854.49,9.61,31.19,0.15,3.1,28.81,36.78,10.39,Chikkamagaluru
1620054000,4,754.36,6.09,20.05,0.98,1.82,27.37,35.2,3.64,Chikkamagaluru
1620057600,2,520.71,0.01,10.11,14.48,1.43,18.85,23.33,1.55,Chikkamagaluru
1620061200,2,487.33,0.01,7.63,13.05,1.31,17.18,21.28,1.49,Chikkamagaluru
1620064800,2,460.63,0.01,6.6,12.16,1.03,16.15,19.24,1.46,Chikkamagaluru
1620068400,2,447.27,0.07,6,7.15,0.57,14.75,16.96,1.73,Chikkamagaluru
1620072000,2,433.92,0.12,5.06,3.84,0.45,13.58,15.46,2.63,Chikkamagaluru
1620075600,2,423.91,0.1,4.46,3.26,0.54,12.83,14.6,4.69,Chikkamagaluru
1620079200,2,420.57,0.07,5.01,4.07,0.91,13.23,14.96,9.63,Chikkamagaluru
1620082800,2,433.92,0.05,6.26,5.05,1.37,14.34,16.08,15.45,Chikkamagaluru
1620086400,2,453.95,0.11,8.31,5.1,1.82,15.51,17.6,21.28,Chikkamagaluru
1620090000,2,494,0.41,12,5.01,2.38,16.8,19.81,26.35,Chikkamagaluru
1620093600,2,587.46,2.71,19.88,1.95,3.58,19.68,24.72,30.15,Chikkamagaluru
1620097200,3,694.28,8.61,23.65,0.44,4.23,23.15,30.19,26.6,Chikkamagaluru
1620100800,2,447.27,0.04,8.74,36.12,1.19,16.13,18.48,3.45,Chikkamagaluru
1620104400,2,390.53,0.03,4.67,45.42,0.79,13.41,15.08,1.96,Chikkamagaluru
1620108000,2,363.83,0.03,3.17,48.64,0.64,11.76,13.24,1.76,Chikkamagaluru
1620111600,2,347.14,0.02,2.66,48.64,0.63,10.35,11.66,1.52,Chikkamagaluru
1620115200,1,350.48,0.03,3.21,42.92,0.66,9.59,10.87,1.55,Chikkamagaluru
1620118800,1,357.15,0.03,3.81,37.19,0.66,9.07,10.32,1.5,Chikkamagaluru
1620122400,1,380.52,0.09,6.17,24.68,0.71,9.36,10.94,1.93,Chikkamagaluru
1620126000,2,427.25,0.27,10.28,14.66,0.95,10.4,12.69,2.88,Chikkamagaluru
1620129600,2,480.65,0.58,15.42,9.74,1.39,11.62,14.63,4.05,Chikkamagaluru
1620133200,2,527.38,0.5,19.36,8.05,1.8,12.19,15.97,5.32,Chikkamagaluru
1620136800,2,560.76,0.69,18.68,4.56,2.03,13.14,17.97,5.19,Chikkamagaluru
1620140400,2,567.44,1.12,15.25,2.35,2.06,13.96,19.54,4.18,Chikkamagaluru
1620144000,2,587.46,2.54,14.22,0.76,2.59,15.06,21.62,7.41,Chikkamagaluru
1620147600,2,654.22,5.92,15.94,0.08,3.99,17.01,24.78,14.82,Chikkamagaluru
1620151200,2,720.98,9.05,17.65,0.04,5.01,18.1,25.63,21.28,Chikkamagaluru
1620154800,2,741.01,9.5,18.68,0.04,5.07,18.83,24.19,24.07,Chikkamagaluru
1620158400,2,734.33,7.94,19.88,0.07,4.95,19.84,23.57,26.35,Chikkamagaluru
1620162000,3,707.63,5.59,21.42,0.15,4.53,20.47,23.21,28.63,Chikkamagaluru
1620165600,3,654.22,3.33,17.99,0.33,3.01,20.45,22.63,20.52,Chikkamagaluru
1620169200,2,600.82,1.68,12.51,0.7,1.57,19.99,21.87,8.87,Chikkamagaluru
1620172800,2,554.09,0.84,9,1.4,0.92,19.52,21.24,4.02,Chikkamagaluru
1620176400,2,534.06,1.23,7.8,1.68,0.89,19.13,21.41,3.1,Chikkamagaluru
1620180000,3,587.46,5.53,8.82,1.57,1.4,20.59,24.79,4.18,Chikkamagaluru
1620183600,3,707.63,12.74,12.85,4.11,2.06,23.29,29.48,6.33,Chikkamagaluru
1620187200,2,614.17,3.16,17.65,21.64,1.83,17.66,22.46,6.21,Chikkamagaluru
1620190800,2,507.36,0.81,9.94,39.34,1.31,12.16,15.45,4.69,Chikkamagaluru
1620194400,1,433.92,0.33,5.06,48.64,0.98,8.55,10.62,3.58,Chikkamagaluru
1620198000,1,370.5,0.13,1.97,57.94,0.79,6.59,7.57,2.28,Chikkamagaluru
1620201600,1,343.8,0.14,1.69,60.8,0.78,7.58,8.49,1.68,Chikkamagaluru
1620205200,1,333.79,0.16,1.67,64.37,0.78,8.99,9.98,1.57,Chikkamagaluru
1620208800,1,353.81,0.3,3.21,55.79,0.78,9.73,11.08,2,Chikkamagaluru
1620212400,2,397.21,0.42,6.6,43.27,0.95,10.79,12.74,2.79,Chikkamagaluru
1620216000,2,447.27,0.23,11.14,31.11,1.36,12.01,14.47,3.55,Chikkamagaluru
1620219600,2,487.33,0.03,14.05,21.64,1.83,12.4,15.25,3.86,Chikkamagaluru
1620223200,2,500.68,0.02,12.51,16.09,1.94,11.9,15.01,3.01,Chikkamagaluru
1620226800,2,494,0.02,9.34,13.95,1.94,11.08,14.2,2.09,Chikkamagaluru
1620230400,2,487.33,0.03,7.88,12.52,1.97,11.1,14.15,1.76,Chikkamagaluru
1620234000,2,480.65,0.04,7.45,10.82,2,11.92,14.97,1.65,Chikkamagaluru
1620237600,2,473.98,0.05,6.94,10.28,1.91,12.24,14.91,1.5,Chikkamagaluru
1620241200,2,440.6,0.03,5.74,11.09,1.57,11.91,13.91,1.39,Chikkamagaluru
1620244800,2,410.56,0.01,4.46,12.52,1.15,11.63,13.29,1.5,Chikkamagaluru
1620248400,2,387.19,0.01,3.51,13.77,0.78,11.47,12.99,1.69,Chikkamagaluru
1620252000,2,370.5,0.01,2.87,13.95,0.54,11.67,13.26,1.9,Chikkamagaluru
1620255600,2,363.83,0.02,2.72,11.18,0.42,12.1,13.92,2.15,Chikkamagaluru
1620259200,2,363.83,0.07,3.17,8.76,0.41,12.69,14.64,2.5,Chikkamagaluru
1620262800,2,390.53,0.33,4.97,6.71,0.55,13.65,16.05,2.85,Chikkamagaluru
1620266400,2,453.95,1.62,8.23,4.56,0.86,15.26,18.76,2.82,Chikkamagaluru
1620270000,2,514.03,2.85,11.48,7.06,1.06,16.56,20.62,3.17,Chikkamagaluru
1620273600,1,407.22,0.12,4.76,49.35,0.78,9.74,11.1,1.58,Chikkamagaluru
1620277200,1,393.87,0.09,3.17,57.22,0.79,7.96,9.03,1.71,Chikkamagaluru
1620280800,1,393.87,0.1,2.68,60.8,0.85,6.54,7.49,1.95,Chikkamagaluru
1620284400,1,387.19,0.09,2.46,65.8,1.03,5.08,5.84,1.85,Chikkamagaluru
1620288000,1,367.17,0.06,2.46,68.67,1.21,4.29,4.92,1.66,Chikkamagaluru
1620291600,1,360.49,0.03,2.66,70.1,1.25,4.29,4.92,1.82,Chikkamagaluru
1620295200,1,403.88,0.04,6.86,44.7,1.25,5.6,6.93,3.04,Chikkamagaluru
1620298800,1,487.33,0.16,14.22,21.64,1.43,7.54,10.05,5.13,Chikkamagaluru
1620302400,1,580.79,0.52,25.02,11.44,2.09,9.26,12.73,8.11,Chikkamagaluru
1620306000,2,640.87,1.02,31.53,4.92,2.74,10.51,14.67,10.13,Chikkamagaluru
1620309600,2,627.52,1.16,24.33,2.46,2.38,10.69,15.01,7.16,Chikkamagaluru
1620313200,1,574.11,0.48,15.25,3.84,1.58,9.77,13.68,3.42,Chikkamagaluru
1620316800,1,507.36,0.02,9.25,12.34,1,8.97,11.84,1.63,Chikkamagaluru
1620320400,1,494,0.01,7.97,13.23,0.85,9.97,12.38,1.5,Chikkamagaluru
1620324000,2,480.65,0.01,7.2,13.59,0.67,10.74,12.69,1.43,Chikkamagaluru
1620327600,2,460.63,0,5.66,15.56,0.45,10.82,12.16,1.31,Chikkamagaluru
1620331200,2,440.6,0,4.03,16.81,0.34,10.58,11.61,1.3,Chikkamagaluru
1620334800,2,423.91,0,2.96,18.06,0.29,10.18,11.04,1.33,Chikkamagaluru
1620338400,2,413.9,0.01,2.51,12.34,0.31,10.12,11.06,1.68,Chikkamagaluru
1620342000,2,403.88,0.05,2.53,6.26,0.37,10.43,11.59,2.44,Chikkamagaluru
1620345600,2,403.88,0.2,3.26,3.71,0.51,11.05,12.43,3.96,Chikkamagaluru
1620349200,2,423.91,0.73,5.66,3.67,0.8,11.88,14.1,5,Chikkamagaluru
1620352800,2,514.03,4.41,8.91,0.95,1.13,14.06,18.14,3.26,Chikkamagaluru
1620356400,2,647.54,12.41,9.6,0.22,1.24,16.64,22.11,2.19,Chikkamagaluru
1620360000,1,433.92,0.06,5.74,33.98,0.63,6.98,7.96,1.27,Chikkamagaluru
1620363600,1,417.23,0.06,3.77,41.49,0.59,4.97,5.73,1.36,Chikkamagaluru
1620367200,1,410.56,0.07,2.87,44.35,0.58,3.86,4.55,1.39,Chikkamagaluru
1620370800,1,407.22,0.06,2.44,45.42,0.57,2.88,3.48,1.28,Chikkamagaluru
1620374400,1,397.21,0.04,2.38,47.92,0.57,2.6,3.13,1.22,Chikkamagaluru
1620378000,1,380.52,0.03,2.38,52.21,0.65,2.66,3.14,1.24,Chikkamagaluru
1620381600,1,383.85,0.03,3.51,48.64,0.73,2.91,3.53,1.58,Chikkamagaluru
1620385200,1,410.56,0.03,5.91,37.55,0.73,3.5,4.48,2.19,Chikkamagaluru
1620388800,1,440.6,0.04,8.57,27.9,0.82,4.23,5.55,2.28,Chikkamagaluru
1620392400,1,547.41,0.98,17.65,8.32,1.21,6.94,9.54,2.85,Chikkamagaluru
1620396000,2,667.57,6.2,18.17,0.34,1.59,11.06,15.6,3.67,Chikkamagaluru
1620399600,2,741.01,10.51,15.94,0.07,2.09,14.66,20.66,5.64,Chikkamagaluru
1620403200,2,734.33,9.95,16.79,0.11,2.47,16.44,22.91,8.61,Chikkamagaluru
1620406800,2,707.63,8.38,15.77,0.14,2.03,17.01,23.53,7.35,Chikkamagaluru
1620410400,2,667.57,7.49,13.37,0.16,1.3,16.57,22.39,4.69,Chikkamagaluru
1620414000,2,620.84,5.87,11.31,0.25,0.72,15.45,19.93,3.2,Chikkamagaluru
1620417600,2,554.09,2.91,9.6,0.64,0.51,14.22,17.6,3.07,Chikkamagaluru
1620421200,2,500.68,0.77,7.88,1.74,0.45,13.18,15.69,3.45,Chikkamagaluru
1620424800,2,460.63,0.13,5.66,3.53,0.41,12.53,14.28,3.29,Chikkamagaluru
1620428400,2,433.92,0.05,4.07,5.5,0.37,12.09,13.39,2.72,Chikkamagaluru
1620432000,2,423.91,0.05,3.64,7.87,0.37,11.69,12.73,2.34,Chikkamagaluru
1620435600,1,427.25,0.06,4.37,12.52,0.49,9.99,11.04,2.12,Chikkamagaluru
1620439200,1,460.63,0.48,6.26,11.36,0.66,9.08,10.8,2.03,Chikkamagaluru
1620442800,1,487.33,1.22,6.77,19.31,0.72,8.84,10.88,1.93,Chikkamagaluru
1620446400,1,410.56,0.23,2.23,51.5,0.69,6.39,7.18,1.16,Chikkamagaluru
