date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,city
1620450000,1,390.53,0.16,1.54,58.65,0.82,7.62,8.39,1.38,Chikkamagaluru
1620453600,1,387.19,0.14,1.35,65.09,0.9,9.12,9.96,1.73,Chikkamagaluru
1620457200,2,380.52,0.12,1.36,74.39,1.48,10.64,11.33,1.25,Chikkamagaluru
1620460800,2,363.83,0.09,1.5,81.54,2.03,10.36,10.86,0.82,Chikkamagaluru
1620464400,2,357.15,0.05,1.63,82.97,2,8.73,9.16,0.87,Chikkamagaluru
1620468000,1,393.87,0.12,6.43,44.7,1.52,8.9,10,2.79,Chikkamagaluru
1620471600,2,460.63,0.32,12.51,23.25,1.45,10.33,12.28,5,Chikkamagaluru
1620475200,2,554.09,0.47,21.25,18.6,1.94,12.06,14.77,8.23,Chikkamagaluru
1620478800,2,640.87,0.16,30.16,16.45,2.8,14.38,17.9,12.92,Chikkamagaluru
1620482400,2,714.3,0.07,30.85,9.3,2.83,16.39,20.94,12.29,Chikkamagaluru
1620486000,2,707.63,0.23,23.65,5.59,1.97,15.56,20.57,6.46,Chikkamagaluru
1620489600,2,654.22,0.47,15.59,3.49,1.24,14.56,19.86,3.07,Chikkamagaluru
1620493200,2,614.17,0.95,10.97,1.83,0.93,14.9,20.32,2.25,Chikkamagaluru
1620496800,2,567.44,1.31,8.4,1.19,0.62,14.27,18.92,1.81,Chikkamagaluru
1620500400,2,473.98,0.3,6.17,2.44,0.36,11.36,14.19,1.62,Chikkamagaluru
1620504000,2,440.6,0.09,4.58,2.62,0.3,10.56,12.89,1.84,Chikkamagaluru
1620507600,2,423.91,0.08,3.68,2.15,0.28,10.45,12.46,2.19,Chikkamagaluru
1620511200,2,410.56,0.11,3,1.57,0.28,10.06,11.85,2.69,Chikkamagaluru
1620514800,1,393.87,0.18,2.64,1.14,0.3,9.41,10.89,3.26,Chikkamagaluru
1620518400,1,387.19,0.32,2.87,1.13,0.37,8.89,10.11,4.02,Chikkamagaluru
1620522000,1,400.54,0.98,4.07,1.05,0.53,8.75,10.24,4.31,Chikkamagaluru
1620525600,1,473.98,4.53,5.83,0.52,0.86,9.85,12.62,3.14,Chikkamagaluru
1620529200,2,574.11,9.95,7.88,0.59,1.01,11.16,15.01,2.79,Chikkamagaluru
1620532800,1,427.25,0.05,4.58,37.19,0.5,4.8,5.59,0.98,Chikkamagaluru
1620536400,1,417.23,0.03,3.26,42.56,0.53,4.26,4.89,1.25,Chikkamagaluru
1620540000,1,417.23,0.03,2.83,42.92,0.53,3.88,4.5,1.55,Chikkamagaluru
1620543600,1,420.57,0.04,2.38,47.21,0.66,3.82,4.37,1.52,Chikkamagaluru
1620547200,1,420.57,0.03,2.21,52.21,1.06,4.36,4.88,1.41,Chikkamagaluru
1620550800,1,420.57,0.03,2.23,53.64,1.42,4.97,5.51,1.43,Chikkamagaluru
1620554400,1,423.91,0.03,2.87,45.78,1.43,5.19,5.85,1.68,Chikkamagaluru
1620558000,1,427.25,0.06,4.2,31.11,1.21,4.97,5.75,1.93,Chikkamagaluru
1620561600,1,433.92,0.08,5.57,19.67,1.04,4.77,5.57,1.87,Chikkamagaluru
1620565200,1,447.27,0.04,6.68,12.52,0.87,4.82,5.72,1.79,Chikkamagaluru
1620568800,1,453.95,0.04,6.68,8.49,0.75,5.21,6.43,1.63,Chikkamagaluru
1620572400,1,453.95,0.05,5.91,7.24,0.66,5.68,7.23,1.44,Chikkamagaluru
1620576000,1,453.95,0.04,5.57,6.88,0.6,5.86,7.54,1.39,Chikkamagaluru
1620579600,1,447.27,0.05,5.31,6.62,0.56,5.75,7.45,1.33,Chikkamagaluru
1620583200,1,440.6,0.04,4.93,6.88,0.48,5.33,6.89,1.24,Chikkamagaluru
1620586800,1,420.57,0.05,4.28,6.08,0.36,4.99,6.37,1.28,Chikkamagaluru
1620590400,1,407.22,0.06,3.73,4.83,0.34,4.89,6.34,1.58,Chikkamagaluru
1620594000,1,397.21,0.05,3.13,4.78,0.37,4.64,6.11,2.06,Chikkamagaluru
1620597600,1,383.85,0.07,2.79,4.34,0.41,4.53,6.2,3.07,Chikkamagaluru
1620601200,1,373.84,0.13,2.74,3.26,0.49,4.71,6.69,4.56,Chikkamagaluru
1620604800,1,373.84,0.35,3.43,2.39,0.69,5.16,7.37,7.03,Chikkamagaluru
1620608400,1,403.88,1.73,5.01,1.1,1.1,6.33,9.15,9.63,Chikkamagaluru
1620612000,1,507.36,7.82,5.74,0.3,1.42,8.95,13.26,6.52,Chikkamagaluru
1620615600,2,634.19,15.42,7.88,0.73,1.3,11.22,16.4,3.2,Chikkamagaluru
1620619200,1,390.53,0.18,5.66,41.84,0.59,3.04,4.11,1.05,Chikkamagaluru
1620622800,1,363.83,0.09,3.6,42.56,0.59,2.4,3.26,1.27,Chikkamagaluru
1620626400,1,357.15,0.05,2.91,40.41,0.59,2.11,2.93,1.49,Chikkamagaluru
1620630000,1,370.5,0.06,4.5,28.61,0.65,2.55,3.82,1.87,Chikkamagaluru
1620633600,1,410.56,0.13,7.54,18.06,0.78,3.65,5.67,2.47,Chikkamagaluru
1620637200,1,440.6,0.14,10.2,14.31,0.93,4.62,7.14,3.26,Chikkamagaluru
1620640800,1,460.63,0.12,12,15.02,1.06,5.25,8.05,4.12,Chikkamagaluru
1620644400,1,453.95,0.1,11.82,15.74,1.13,5.42,8.23,3.83,Chikkamagaluru
1620648000,1,447.27,0.06,11.14,17.17,1.62,5.2,7.69,3.48,Chikkamagaluru
1620651600,1,467.3,0.05,12.68,13.41,2.15,5.45,8.04,3.17,Chikkamagaluru
1620655200,1,520.71,0.29,14.74,5.59,2.12,6.98,10.71,3.01,Chikkamagaluru
1620658800,1,554.09,0.75,13.88,2.28,1.91,8.46,13.3,3.29,Chikkamagaluru
1620662400,1,567.44,0.85,13.02,2.01,1.74,9.78,14.26,3.86,Chikkamagaluru
1620666000,2,580.79,0.96,12.17,1.52,1.59,10.93,15.24,4.31,Chikkamagaluru
1620669600,2,580.79,1.36,11.31,0.7,1.33,11.5,15.46,4.56,Chikkamagaluru
1620673200,2,554.09,1.29,9.43,0.42,0.91,11.02,14.17,4.31,Chikkamagaluru
1620676800,2,520.71,0.87,7.71,0.3,0.69,10.76,13.5,4.12,Chikkamagaluru
1620680400,2,500.68,0.55,6.51,0.37,0.58,10.77,13.19,3.9,Chikkamagaluru
1620684000,1,480.65,0.28,5.57,0.69,0.5,9.78,11.82,3.55,Chikkamagaluru
1620687600,1,453.95,0.15,4.8,1.19,0.45,8.53,10.22,3.1,Chikkamagaluru
1620691200,1,440.6,0.13,4.54,1.88,0.5,7.88,9.31,2.69,Chikkamagaluru
1620694800,1,447.27,0.29,5.27,2.35,0.7,7.73,9.18,2.22,Chikkamagaluru
1620698400,1,480.65,0.83,7.45,2.15,1.09,8.26,10.21,1.88,Chikkamagaluru
1620702000,1,500.68,1.17,9.51,3.31,1.57,8.67,10.89,1.66,Chikkamagaluru
1620705600,1,410.56,0.03,5.74,25.39,1.55,5.12,6.18,0.88,Chikkamagaluru
1620709200,1,377.18,0.01,4.37,30.76,1.34,3.98,4.88,0.9,Chikkamagaluru
1620712800,1,367.17,0,4.07,29.68,1.43,3.85,4.77,1.03,Chikkamagaluru
1620716400,1,360.49,0.01,3.73,29.33,1.54,3.59,4.44,0.98,Chikkamagaluru
1620720000,1,357.15,0.01,3.51,29.33,1.59,3.25,3.99,0.88,Chikkamagaluru
1620723600,1,353.81,0.02,3.38,29.68,1.73,3.04,3.67,0.81,Chikkamagaluru
1620727200,1,357.15,0.03,3.68,25.75,1.97,3.06,3.74,0.86,Chikkamagaluru
1620730800,1,363.83,0.03,4.93,18.77,2.33,3.44,4.26,1.01,Chikkamagaluru
1620734400,1,370.5,0.04,6.43,14.66,2.38,3.64,4.56,1.09,Chikkamagaluru
1620738000,1,387.19,0.09,8.4,10.37,1.94,3.49,4.66,1.36,Chikkamagaluru
1620741600,1,407.22,0.21,9.17,6.62,1.51,3.57,5.3,1.6,Chikkamagaluru
1620745200,1,417.23,0.28,8.48,5.05,1.24,3.82,6.05,1.85,Chikkamagaluru
1620748800,1,433.92,0.41,8.23,3.76,1.13,4.7,7.54,2.28,Chikkamagaluru
1620752400,1,453.95,0.75,8.23,2.19,1.09,5.91,9.38,2.6,Chikkamagaluru
1620756000,1,460.63,1.06,7.88,1.31,0.93,6.62,9.92,2.63,Chikkamagaluru
1620759600,1,447.27,0.82,6.86,1.22,0.71,6.62,9.25,2.47,Chikkamagaluru
1620763200,1,433.92,0.31,5.74,1.68,0.67,6.6,8.7,2.22,Chikkamagaluru
1620766800,1,420.57,0.1,4.8,2.53,0.72,6.55,8.28,1.98,Chikkamagaluru
1620770400,1,407.22,0.05,4.03,3.62,0.81,6.4,7.81,1.76,Chikkamagaluru
1620774000,1,397.21,0.05,3.51,4.2,0.86,6.34,7.58,1.71,Chikkamagaluru
1620777600,1,390.53,0.1,3.51,4.43,0.91,6.41,7.57,1.73,Chikkamagaluru
1620781200,1,393.87,0.35,4.41,4.25,0.97,6.7,8.07,1.68,Chikkamagaluru
1620784800,1,413.9,1.06,6.68,3.17,1.13,7.09,9.3,1.6,Chikkamagaluru
1620788400,1,417.23,1.57,8.57,3.98,1.22,6.72,9.49,1.52,Chikkamagaluru
1620792000,1,323.77,0.14,4.58,28.61,0.69,3.38,4.79,0.86,Chikkamagaluru
1620795600,1,307.08,0.14,3.09,39.7,0.41,2.52,3.65,0.9,Chikkamagaluru
1620799200,1,307.08,0.13,2.23,46.49,0.34,2.33,3.31,0.99,Chikkamagaluru
1620802800,1,310.42,0.1,1.91,51.5,0.38,2.27,3.06,1,Chikkamagaluru
1620806400,1,317.1,0.06,2.01,52.93,0.41,2.29,2.94,1.06,Chikkamagaluru
1620810000,1,323.77,0.02,2.23,52.93,0.42,2.39,2.99,1.22,Chikkamagaluru
1620813600,1,337.12,0,3.51,44.7,0.44,2.93,3.66,1.47,Chikkamagaluru
1620817200,1,360.49,0,5.83,31.83,0.48,3.66,4.62,1.49,Chikkamagaluru
1620820800,1,383.85,0.01,8.23,21.28,0.53,4.08,5.17,1.31,Chikkamagaluru
1620824400,1,400.54,0.05,10.03,12.7,0.63,3.93,5.19,1.35,Chikkamagaluru
1620828000,1,407.22,0.14,10.11,6.71,0.72,3.66,5.2,1.35,Chikkamagaluru
1620831600,1,400.54,0.22,9.08,4.11,0.74,3.58,5.29,1.27,Chikkamagaluru
1620835200,1,393.87,0.19,8.23,3.8,0.75,4.04,5.8,1.27,Chikkamagaluru
1620838800,1,393.87,0.15,7.71,4.38,0.78,4.85,6.56,1.31,Chikkamagaluru
1620842400,1,390.53,0.1,7.37,5.32,0.72,5.34,6.82,1.27,Chikkamagaluru
1620846000,1,377.18,0.06,6.51,5.63,0.57,5.57,6.77,1.31,Chikkamagaluru
1620849600,1,367.17,0.06,5.48,4.38,0.47,5.95,7.07,1.5,Chikkamagaluru
1620853200,1,360.49,0.06,4.58,3.62,0.42,6.28,7.36,1.73,Chikkamagaluru
1620856800,1,347.14,0.06,3.77,3.53,0.4,6.47,7.58,1.98,Chikkamagaluru
1620860400,1,337.12,0.09,3.21,3.49,0.43,6.71,7.93,2.44,Chikkamagaluru
1620864000,1,330.45,0.19,3.3,3.22,0.51,7.12,8.54,3.14,Chikkamagaluru
1620867600,1,350.48,0.88,4.33,2.08,0.71,7.95,9.95,3.67,Chikkamagaluru
1620871200,1,403.88,3.44,6.17,0.78,1.01,9.29,12.51,2.95,Chikkamagaluru
1620874800,2,447.27,6.65,7.2,1.43,1.15,10.03,14.02,2.28,Chikkamagaluru
1620878400,1,407.22,2.1,12.17,6.26,1.45,8.72,12.06,3.39,Chikkamagaluru
1620882000,1,453.95,2.1,17.99,7.33,2.3,9.62,13.78,7.35,Chikkamagaluru
1620885600,2,500.68,2.01,23.31,10.55,2.92,10.49,15.28,10.77,Chikkamagaluru
1620889200,2,527.38,1.61,26.05,19.49,3.31,11.22,16.13,12.67,Chikkamagaluru
1620892800,2,520.71,0.94,25.02,31.47,3.22,11.61,15.87,11.78,Chikkamagaluru
1620896400,2,467.3,0.52,17.31,35.76,2.38,10.3,13.32,7.47,Chikkamagaluru
1620900000,1,350.48,0.28,6.94,26.46,1.01,6.36,7.77,1.98,Chikkamagaluru
1620903600,1,357.15,0.48,8.14,18.6,0.77,5.11,6.58,1.96,Chikkamagaluru
1620907200,1,387.19,0.78,11.82,13.77,0.84,4.72,6.54,2.72,Chikkamagaluru
1620910800,1,427.25,0.67,15.77,9.03,1.06,5.04,7.42,3.58,Chikkamagaluru
1620914400,1,453.95,0.56,15.25,4.78,1.13,5.39,8.39,3.04,Chikkamagaluru
1620918000,1,447.27,0.73,12,3,1.03,5.32,8.66,2.25,Chikkamagaluru
1620921600,1,447.27,0.96,9.94,2.06,0.94,5.37,8.78,2.03,Chikkamagaluru
1620925200,1,467.3,1.66,9.08,1.02,0.95,5.92,9.47,2.38,Chikkamagaluru
1620928800,1,473.98,2.68,8.31,0.36,0.84,6.15,9.26,2.91,Chikkamagaluru
1620932400,1,467.3,3.86,8.05,0.11,0.91,6.1,8.92,6.52,Chikkamagaluru
1620936000,1,480.65,4.81,8.82,0.04,1.34,6.53,9.14,13.81,Chikkamagaluru
1620939600,1,480.65,4.14,10.54,0.21,1.62,6.63,8.74,20.77,Chikkamagaluru
1620943200,1,480.65,3.02,12.17,0.15,1.79,6.58,8.24,25.33,Chikkamagaluru
1620946800,1,487.33,2.77,12.68,0.15,1.97,6.77,8.12,28.12,Chikkamagaluru
1620950400,1,473.98,2.21,12.17,0.6,1.8,6.73,7.85,24.32,Chikkamagaluru
1620954000,1,440.6,1.05,8.82,2.19,0.86,6.22,7.45,6.9,Chikkamagaluru
1620957600,1,453.95,1.58,8.74,3.62,0.79,7.08,9.19,2.85,Chikkamagaluru
1620961200,1,480.65,2.01,9.77,10.28,0.81,7.48,9.79,2.03,Chikkamagaluru
1620964800,1,390.53,0.53,5.01,32.9,0.47,3.75,4.82,1.71,Chikkamagaluru
1620968400,1,343.8,0.42,3.3,40.05,0.43,1.98,2.84,1.92,Chikkamagaluru
1620972000,1,327.11,0.36,2.74,47.92,0.45,2.22,3.09,2.19,Chikkamagaluru
1620975600,1,313.76,0.18,2.49,49.35,0.42,2.49,3.23,1.92,Chikkamagaluru
1620979200,1,293.73,0.15,2.36,41.84,0.48,1.66,2.15,1.55,Chikkamagaluru
1620982800,1,273.71,0.18,2.38,36.12,0.61,1.3,1.74,1.5,Chikkamagaluru
1620986400,1,250.34,0.22,2.51,28.97,0.46,0.82,1.18,1.36,Chikkamagaluru
1620990000,1,236.99,0.28,3.17,23.96,0.31,0.62,0.96,1.27,Chikkamagaluru
1620993600,1,240.33,0.29,4.37,21.99,0.27,0.7,1.06,1.08,Chikkamagaluru
1620997200,1,250.34,0.11,5.27,21.99,0.29,0.93,1.35,1.03,Chikkamagaluru
1621000800,1,260.35,0.01,5.14,22.53,0.34,1.32,1.86,1.09,Chikkamagaluru
1621004400,1,270.37,0,4.93,23.6,0.37,1.6,2.24,1.09,Chikkamagaluru
1621008000,1,270.37,0,4.58,24.32,0.35,1.95,2.56,0.97,Chikkamagaluru
1621011600,1,267.03,0,4.11,24.32,0.31,2.08,2.56,0.82,Chikkamagaluru
1621015200,1,263.69,0,3.56,23.96,0.23,1.96,2.28,0.71,Chikkamagaluru
1621018800,1,257.02,0,2.91,24.32,0.16,1.88,2.06,0.64,Chikkamagaluru
1621022400,1,250.34,0,2.4,24.32,0.11,1.83,1.94,0.6,Chikkamagaluru
1621026000,1,243.66,0,1.97,24.32,0.08,1.96,2.05,0.57,Chikkamagaluru
1621029600,1,243.66,0,1.36,28.61,0.06,2.53,2.6,0.5,Chikkamagaluru
1621033200,1,250.34,0,0.76,36.84,0.05,3.54,3.6,0.45,Chikkamagaluru
1621036800,1,263.69,0,0.57,41.84,0.05,4.07,4.14,0.43,Chikkamagaluru
1621040400,1,263.69,0,0.78,39.7,0.07,3.91,4.01,0.44,Chikkamagaluru
1621044000,1,260.35,0.01,1.48,31.83,0.12,3.37,3.53,0.48,Chikkamagaluru
1621047600,1,257.02,0.1,2.44,21.99,0.16,2.56,2.76,0.52,Chikkamagaluru
1621051200,1,247,0.25,2.91,17.88,0.18,1.87,2.1,0.55,Chikkamagaluru
1621054800,1,247,0.34,3.17,18.6,0.19,1.75,1.99,0.55,Chikkamagaluru
1621058400,1,250.34,0.35,3.21,20.21,0.2,1.89,2.11,0.55,Chikkamagaluru
1621062000,1,250.34,0.33,3.04,21.99,0.19,1.86,2.07,0.54,Chikkamagaluru
1621065600,1,247,0.26,2.72,25.39,0.18,1.62,1.81,0.51,Chikkamagaluru
1621069200,1,247,0.18,2.27,28.25,0.18,1.63,1.81,0.46,Chikkamagaluru
1621072800,1,250.34,0.13,1.76,31.47,0.19,2.47,2.65,0.41,Chikkamagaluru
1621076400,1,247,0.1,1.59,35.05,0.2,3.53,3.75,0.39,Chikkamagaluru
1621080000,1,247,0.08,1.8,38.62,0.21,4.18,4.46,0.38,Chikkamagaluru
1621083600,1,243.66,0.02,1.93,40.41,0.21,4.18,4.5,0.39,Chikkamagaluru
1621087200,1,240.33,0,1.74,38.62,0.22,3.82,4.11,0.39,Chikkamagaluru
1621090800,1,240.33,0,1.5,32.9,0.22,3.41,3.65,0.38,Chikkamagaluru
1621094400,1,236.99,0,1.37,27.18,0.21,2.78,2.98,0.4,Chikkamagaluru
1621098000,1,230.31,0,1.3,24.32,0.18,1.9,2.07,0.4,Chikkamagaluru
1621101600,1,223.64,0,1.15,22.53,0.14,1.66,1.79,0.39,Chikkamagaluru
1621105200,1,220.3,0,0.89,19.67,0.1,1.44,1.52,0.36,Chikkamagaluru
1621108800,1,223.64,0,0.74,16.99,0.09,1.33,1.4,0.38,Chikkamagaluru
1621112400,1,223.64,0,0.72,15.91,0.1,1.22,1.28,0.4,Chikkamagaluru
1621116000,1,223.64,0,0.77,15.38,0.12,1.23,1.3,0.39,Chikkamagaluru
1621119600,1,226.97,0,0.83,14.84,0.13,1.34,1.42,0.39,Chikkamagaluru
1621123200,1,223.64,0.01,0.84,14.84,0.14,1.48,1.58,0.4,Chikkamagaluru
1621126800,1,220.3,0.01,0.98,16.09,0.18,1.69,1.83,0.42,Chikkamagaluru
1621130400,1,220.3,0.03,1.48,17.52,0.23,1.67,1.88,0.42,Chikkamagaluru
1621134000,1,220.3,0.07,1.86,18.24,0.25,1.44,1.66,0.4,Chikkamagaluru
1621137600,1,220.3,0.08,1.74,19.31,0.23,1.35,1.55,0.37,Chikkamagaluru
1621141200,1,223.64,0.07,1.46,20.56,0.21,1.33,1.52,0.34,Chikkamagaluru
1621144800,1,223.64,0.06,1.33,20.92,0.18,1.4,1.57,0.31,Chikkamagaluru
1621148400,1,220.3,0.08,1.23,20.74,0.18,1.56,1.72,0.29,Chikkamagaluru
1621152000,1,220.3,0.1,1.33,20.56,0.18,2.07,2.25,0.31,Chikkamagaluru
1621155600,1,216.96,0.1,1.39,20.92,0.18,2.15,2.33,0.33,Chikkamagaluru
1621159200,1,216.96,0.1,1.52,20.56,0.17,2.11,2.29,0.34,Chikkamagaluru
1621162800,1,220.3,0.09,1.97,19.67,0.18,1.9,2.09,0.38,Chikkamagaluru
1621166400,1,223.64,0.07,2.64,18.6,0.2,1.71,1.92,0.42,Chikkamagaluru
1621170000,1,226.97,0.04,3,17.88,0.22,1.7,1.95,0.48,Chikkamagaluru
1621173600,1,226.97,0.01,2.7,17.35,0.24,1.65,1.93,0.49,Chikkamagaluru
1621177200,1,223.64,0.01,2.29,17.17,0.25,1.62,1.91,0.48,Chikkamagaluru
1621180800,1,220.3,0.01,2.04,16.81,0.24,1.25,1.52,0.52,Chikkamagaluru
1621184400,1,213.62,0.01,1.84,16.45,0.23,0.93,1.17,0.54,Chikkamagaluru
1621188000,1,210.29,0.01,1.67,16.09,0.18,0.72,0.9,0.53,Chikkamagaluru
1621191600,1,201.94,0.01,1.37,16.27,0.13,0.64,0.77,0.5,Chikkamagaluru
1621195200,1,196.93,0,1.06,16.81,0.11,0.63,0.75,0.5,Chikkamagaluru
1621198800,1,195.27,0,0.84,17.52,0.1,0.55,0.66,0.5,Chikkamagaluru
1621202400,1,195.27,0,0.72,17.88,0.09,0.5,0.6,0.49,Chikkamagaluru
1621206000,1,196.93,0,0.68,17.88,0.09,0.5,0.6,0.51,Chikkamagaluru
1621209600,1,198.6,0,0.75,17.88,0.1,0.5,0.61,0.53,Chikkamagaluru
1621213200,1,201.94,0.02,1.15,17.17,0.14,0.5,0.67,0.55,Chikkamagaluru
1621216800,1,216.96,0.11,2.16,15.38,0.23,0.55,0.87,0.59,Chikkamagaluru
1621220400,1,230.31,0.53,2.87,14.66,0.28,0.66,1.11,0.63,Chikkamagaluru
1621224000,1,233.65,0.36,3.3,14.84,0.28,0.72,1.19,0.63,Chikkamagaluru
1621227600,1,230.31,0.26,2.64,16.27,0.25,0.73,1.16,0.57,Chikkamagaluru
1621231200,1,220.3,0.19,2.14,17.88,0.2,0.74,1.08,0.5,Chikkamagaluru
1621234800,1,216.96,0.18,1.82,19.49,0.17,0.82,1.1,0.44,Chikkamagaluru
1621238400,1,220.3,0.22,1.84,21.28,0.18,0.99,1.27,0.46,Chikkamagaluru
1621242000,1,226.97,0.23,1.95,23.6,0.2,1.16,1.44,0.52,Chikkamagaluru
1621245600,1,236.99,0.23,2.08,25.03,0.22,1.14,1.44,0.55,Chikkamagaluru
1621249200,1,243.66,0.22,2.61,24.32,0.24,1.03,1.36,0.58,Chikkamagaluru
1621252800,1,250.34,0.2,3.38,22.35,0.25,0.94,1.29,0.6,Chikkamagaluru
1621256400,1,250.34,0.15,3.9,19.85,0.29,0.89,1.3,0.66,Chikkamagaluru
1621260000,1,253.68,0.02,3.77,16.99,0.32,0.88,1.39,0.68,Chikkamagaluru
1621263600,1,243.66,0.02,3.13,15.38,0.32,0.84,1.4,0.69,Chikkamagaluru
1621267200,1,236.99,0.02,2.57,14.13,0.31,0.88,1.48,0.73,Chikkamagaluru
1621270800,1,226.97,0.03,2.23,13.05,0.29,0.93,1.54,0.74,Chikkamagaluru
1621274400,1,216.96,0.03,1.99,12.52,0.23,0.83,1.29,0.7,Chikkamagaluru
1621278000,1,208.62,0.02,1.61,12.7,0.14,0.65,0.94,0.64,Chikkamagaluru
1621281600,1,201.94,0.01,1.19,13.05,0.12,0.53,0.72,0.61,Chikkamagaluru
1621285200,1,198.6,0.01,0.91,13.59,0.1,0.5,0.66,0.6,Chikkamagaluru
1621288800,1,195.27,0,0.73,14.31,0.1,0.5,0.63,0.55,Chikkamagaluru
1621292400,1,195.27,0,0.75,15.2,0.11,0.5,0.62,0.52,Chikkamagaluru
1621296000,1,198.6,0.01,0.96,15.74,0.13,0.52,0.65,0.5,Chikkamagaluru
1621299600,1,203.61,0.02,1.39,15.56,0.18,0.62,0.81,0.52,Chikkamagaluru
1621303200,1,213.62,0.14,2.01,14.48,0.24,0.76,1.11,0.55,Chikkamagaluru
1621306800,1,216.96,0.48,2.16,14.66,0.25,0.77,1.19,0.61,Chikkamagaluru
1621310400,1,211.95,0.5,1.74,17.88,0.22,0.7,1.08,0.61,Chikkamagaluru
1621314000,1,205.28,0.31,1.18,21.82,0.18,0.64,0.97,0.55,Chikkamagaluru
1621317600,1,200.27,0.23,0.88,23.6,0.14,0.62,0.89,0.5,Chikkamagaluru
1621321200,1,200.27,0.21,0.8,23.96,0.12,0.52,0.74,0.42,Chikkamagaluru
1621324800,1,210.29,0.22,1.04,26.11,0.13,0.7,0.92,0.4,Chikkamagaluru
1621328400,1,223.64,0.23,1.41,27.9,0.17,1.12,1.35,0.4,Chikkamagaluru
1621332000,1,240.33,0.3,1.89,28.97,0.23,1.59,1.86,0.43,Chikkamagaluru
1621335600,1,250.34,0.45,2.38,28.97,0.26,1.69,2.02,0.48,Chikkamagaluru
1621339200,1,247,0.64,2.87,25.03,0.24,1.23,1.6,0.5,Chikkamagaluru
1621342800,1,240.33,0.4,3.64,18.24,0.24,0.93,1.35,0.55,Chikkamagaluru
1621346400,1,233.65,0.03,3.68,14.13,0.27,0.81,1.27,0.57,Chikkamagaluru
1621350000,1,230.31,0.02,3.26,14.13,0.28,0.76,1.22,0.57,Chikkamagaluru
1621353600,1,226.97,0.01,2.96,14.84,0.27,0.8,1.25,0.59,Chikkamagaluru
1621357200,1,223.64,0.01,2.55,15.38,0.24,0.69,1.09,0.57,Chikkamagaluru
1621360800,1,213.62,0.01,2.04,15.91,0.17,0.5,0.77,0.52,Chikkamagaluru
1621364400,1,205.28,0.01,1.46,16.81,0.1,0.5,0.64,0.46,Chikkamagaluru
1621368000,1,200.27,0,1.07,16.99,0.08,0.5,0.6,0.45,Chikkamagaluru
1621371600,1,196.93,0,0.93,16.63,0.08,0.5,0.6,0.45,Chikkamagaluru
1621375200,1,193.6,0,0.89,16.09,0.08,0.5,0.6,0.44,Chikkamagaluru
1621378800,1,193.6,0,0.88,15.56,0.08,0.5,0.61,0.44,Chikkamagaluru
1621382400,1,191.93,0.01,0.92,15.56,0.09,0.5,0.62,0.45,Chikkamagaluru
1621386000,1,195.27,0.02,1.23,15.56,0.13,0.5,0.69,0.49,Chikkamagaluru
1621389600,1,205.28,0.16,2.04,15.02,0.21,0.5,0.86,0.55,Chikkamagaluru
1621393200,1,216.96,0.66,2.55,15.02,0.27,0.57,1.06,0.65,Chikkamagaluru
1621396800,1,220.3,0.72,2.61,16.99,0.28,0.59,1.07,0.71,Chikkamagaluru
1621400400,1,213.62,0.42,2.14,20.92,0.25,0.59,1.03,0.69,Chikkamagaluru
1621404000,1,208.62,0.22,1.56,25.39,0.21,0.59,0.95,0.62,Chikkamagaluru
1621407600,1,205.28,0.12,1.17,28.25,0.16,0.61,0.91,0.51,Chikkamagaluru
1621411200,1,208.62,0.12,1.3,27.54,0.16,0.72,1.03,0.52,Chikkamagaluru
1621414800,1,213.62,0.14,1.59,26.82,0.17,0.94,1.25,0.52,Chikkamagaluru
1621418400,1,233.65,0.19,2.27,25.75,0.22,1.78,2.15,0.54,Chikkamagaluru
1621422000,1,267.03,0.3,3.64,24.32,0.33,3.33,3.78,0.57,Chikkamagaluru
1621425600,1,290.39,0.33,4.84,23.25,0.38,3.93,4.39,0.57,Chikkamagaluru
1621429200,1,287.06,0.16,5.57,20.03,0.39,2.85,3.37,0.67,Chikkamagaluru
1621432800,1,280.38,0.02,5.48,16.09,0.42,1.89,2.55,0.78,Chikkamagaluru
1621436400,1,270.37,0.02,5.01,13.95,0.44,1.45,2.22,0.83,Chikkamagaluru
1621440000,1,260.35,0.02,4.63,12.88,0.44,1.29,2.07,0.87,Chikkamagaluru
1621443600,1,247,0.02,4.11,12.7,0.41,1.12,1.74,0.79,Chikkamagaluru
1621447200,1,233.65,0.01,3.43,14.13,0.31,0.87,1.27,0.65,Chikkamagaluru
1621450800,1,220.3,0.01,2.59,16.45,0.2,0.71,0.94,0.55,Chikkamagaluru
1621454400,1,211.95,0,1.97,17.52,0.16,0.67,0.86,0.59,Chikkamagaluru
1621458000,1,208.62,0,1.56,17.7,0.14,0.63,0.82,0.67,Chikkamagaluru
1621461600,1,206.95,0,1.3,17.88,0.13,0.58,0.78,0.73,Chikkamagaluru
1621465200,1,206.95,0,1.18,17.7,0.13,0.53,0.74,0.74,Chikkamagaluru
1621468800,1,210.29,0.01,1.29,17.35,0.14,0.53,0.76,0.77,Chikkamagaluru
1621472400,1,216.96,0.03,1.89,16.45,0.2,0.61,0.95,0.82,Chikkamagaluru
1621476000,1,233.65,0.42,2.83,15.02,0.31,0.87,1.46,0.88,Chikkamagaluru
1621479600,1,247,1.3,3.04,16.09,0.37,1.11,1.89,0.94,Chikkamagaluru
