dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,city
1651399200,5,741.0,2.35,26.73,133.04,18.12,56.34,72.93,7.85,Hyderabad
1651402800,5,1308.44,5.25,58.95,103.0,26.46,70.83,91.79,11.91,Hyderabad
1651406400,5,1842.5,7.71,93.22,55.79,32.9,81.58,106.5,14.95,Hyderabad
1651410000,5,2590.18,19.45,120.64,7.33,42.92,101.22,133.01,20.77,Hyderabad
1651413600,5,3177.64,49.17,102.82,0.0,52.93,126.64,167.86,27.11,Hyderabad
1651417200,5,3204.35,59.9,79.51,0.0,55.31,139.23,188.72,29.39,Hyderabad
1651420800,5,3364.56,64.37,68.55,0.0,59.6,160.5,216.52,31.92,Hyderabad
1651424400,5,3471.37,61.69,65.8,0.0,60.08,183.46,241.25,31.92,Hyderabad
1651428000,5,2750.4,33.08,70.6,0.31,44.35,164.53,211.88,24.07,Hyderabad
1651431600,5,1134.87,0.0,41.47,50.07,20.27,97.62,123.65,12.29,Hyderabad
1651435200,5,680.92,0.0,17.99,67.23,15.14,74.28,92.33,10.39,Hyderabad
1651438800,5,540.73,0.0,9.77,67.23,12.76,64.7,78.82,9.25,Hyderabad
1651442400,5,507.35,0.0,8.05,65.8,12.04,62.21,74.36,8.74,Hyderabad
1651446000,5,587.46,0.0,10.62,59.37,13.95,66.32,78.82,9.88,Hyderabad
1651449600,5,700.95,0.0,15.94,52.93,16.45,71.85,86.23,11.65,Hyderabad
1651453200,5,1014.71,0.14,32.56,35.76,22.89,80.94,99.85,15.83,Hyderabad
1651456800,5,1295.09,6.48,45.93,22.71,26.94,77.39,103.34,18.49,Hyderabad
1651460400,5,961.3,7.82,33.93,55.07,21.46,56.49,85.77,14.82,Hyderabad
1651464000,4,383.85,0.91,6.34,107.29,11.56,40.81,70.06,8.74,Hyderabad
1651467600,4,347.14,0.64,4.33,120.16,10.37,39.19,67.25,7.85,Hyderabad
1651471200,4,320.43,0.5,3.51,130.18,9.42,37.91,65.77,6.84,Hyderabad
1651474800,4,290.39,0.39,2.78,130.18,7.75,34.54,62.39,4.69,Hyderabad
1651478400,4,290.39,0.43,3.04,131.61,7.99,34.08,62.16,3.77,Hyderabad
1651482000,4,300.41,0.48,3.73,134.47,9.3,35.48,64.14,3.64,Hyderabad
1651485600,4,447.27,1.54,12.68,134.47,16.69,41.49,71.68,5.45,Hyderabad
1651489200,4,654.22,2.46,25.7,127.32,23.13,47.9,80.12,7.6,Hyderabad
1651492800,5,881.2,2.35,41.47,101.57,28.37,52.34,86.61,9.63,Hyderabad
1651496400,5,2136.23,12.29,98.71,18.6,45.78,83.44,125.44,21.03,Hyderabad
1651500000,5,3578.19,60.8,93.22,0.0,66.76,132.75,186.25,34.45,Hyderabad
1651503600,5,4539.49,100.14,76.77,0.0,82.02,179.55,243.76,45.09,Hyderabad
1651507200,5,5714.42,119.81,80.2,0.0,101.09,245.76,317.64,55.73,Hyderabad
1651510800,5,6835.94,128.75,90.48,0.0,115.39,322.81,396.29,58.77,Hyderabad
1651514400,5,6782.53,118.02,95.96,0.0,103.0,335.07,401.09,47.62,Hyderabad
1651518000,5,4325.87,50.07,90.48,0.0,65.8,217.58,266.97,26.09,Hyderabad
1651521600,5,2510.07,10.06,73.34,1.48,42.44,134.84,174.17,17.73,Hyderabad
1651525200,5,1348.5,0.07,40.44,26.11,28.13,86.88,118.75,14.06,Hyderabad
1651528800,5,801.09,0.0,19.19,52.21,20.74,65.4,90.79,12.29,Hyderabad
1651532400,5,640.87,0.0,13.37,55.07,17.88,59.2,79.96,11.53,Hyderabad
1651536000,5,594.14,0.0,12.51,51.5,16.21,56.56,75.42,10.89,Hyderabad
1651539600,5,640.87,0.02,16.28,46.49,18.12,57.13,76.94,11.65,Hyderabad
1651543200,5,867.84,1.69,27.42,38.27,25.75,64.21,86.63,14.69,Hyderabad
1651546800,5,1094.82,6.87,34.62,49.35,36.24,72.06,97.16,16.72,Hyderabad
1651550400,5,934.6,4.75,28.1,104.43,38.62,71.64,97.63,14.19,Hyderabad
1651554000,5,974.66,2.85,25.7,175.95,46.73,90.18,116.55,14.44,Hyderabad
1651557600,5,1014.71,1.42,20.05,260.35,50.54,119.38,145.44,13.93,Hyderabad
1651561200,5,680.92,0.71,10.11,243.19,29.8,94.39,121.15,8.11,Hyderabad
1651564800,5,560.76,0.64,8.05,228.88,23.13,81.85,108.75,6.27,Hyderabad
1651568400,5,547.41,0.64,8.31,231.74,23.13,79.31,106.23,6.08,Hyderabad
1651572000,5,554.08,0.64,9.68,231.74,24.08,79.04,105.97,6.14,Hyderabad
1651575600,5,587.46,0.61,12.85,223.16,25.75,77.82,105.11,6.46,Hyderabad
1651579200,5,620.84,0.39,17.48,200.27,26.94,73.71,100.93,6.9,Hyderabad
1651582800,5,847.82,0.09,32.9,145.91,35.76,72.31,100.2,10.13,Hyderabad
1651586400,5,1094.82,0.0,42.16,90.84,43.87,74.57,103.55,14.44,Hyderabad
1651590000,5,1068.12,0.0,36.33,71.53,38.62,73.0,101.81,15.07,Hyderabad
1651593600,5,867.84,0.0,23.99,80.82,28.37,68.87,94.49,12.67,Hyderabad
1651597200,5,761.03,0.0,19.36,90.12,25.27,70.12,92.56,11.27,Hyderabad
1651600800,5,680.92,0.0,17.82,90.84,23.6,69.47,89.12,9.88,Hyderabad
1651604400,5,600.81,0.0,15.59,90.12,21.22,66.64,83.21,8.23,Hyderabad
1651608000,5,614.17,0.0,14.22,85.83,20.5,67.83,82.57,8.36,Hyderabad
1651611600,5,620.84,0.0,12.68,82.25,19.55,69.04,82.72,8.61,Hyderabad
1651615200,5,614.17,0.0,11.65,79.39,18.6,69.56,82.71,8.61,Hyderabad
1651618800,5,587.46,0.0,10.71,76.53,17.17,68.02,80.68,8.23,Hyderabad
1651622400,5,547.41,0.0,10.88,75.1,15.5,64.29,76.29,7.41,Hyderabad
1651626000,5,587.46,0.01,14.57,71.53,17.17,62.25,73.71,7.47,Hyderabad
1651629600,5,794.41,0.68,25.7,59.37,24.56,66.96,79.46,10.01,Hyderabad
1651633200,5,1014.71,3.19,35.99,51.5,35.29,73.17,86.79,12.16,Hyderabad
1651636800,5,974.66,3.38,31.19,77.25,38.15,69.63,82.2,11.02,Hyderabad
1651640400,5,988.01,3.19,28.1,120.16,43.39,73.31,85.65,11.4,Hyderabad
1651644000,5,1028.06,2.1,23.65,194.55,49.59,93.12,105.52,11.78,Hyderabad
1651647600,5,747.68,0.84,11.14,217.44,32.42,87.74,101.84,7.16,Hyderabad
1651651200,5,614.17,0.57,8.57,205.99,24.56,77.97,93.78,5.38,Hyderabad
1651654800,5,554.08,0.52,8.74,185.97,21.22,66.3,82.4,4.69,Hyderabad
1651658400,5,507.35,0.58,10.02,160.22,18.84,54.92,69.83,4.31,Hyderabad
1651662000,4,540.73,0.74,13.88,140.19,20.27,49.34,62.5,4.75,Hyderabad
1651665600,4,607.49,0.64,19.71,118.73,22.65,46.37,58.28,5.51,Hyderabad
1651669200,5,1228.33,0.29,56.89,63.66,32.9,60.98,76.07,12.54,Hyderabad
1651672800,5,2162.93,2.29,98.71,10.19,48.16,93.51,115.91,23.31,Hyderabad
1651676400,5,2616.88,15.2,101.45,0.08,53.88,115.47,144.84,28.88,Hyderabad
1651680000,5,2563.48,19.45,87.05,0.02,48.64,116.58,149.91,29.39,Hyderabad
1651683600,5,2323.15,19.89,69.23,0.02,41.48,108.29,142.8,27.87,Hyderabad
1651687200,5,1869.2,15.2,57.58,0.1,30.52,85.6,117.51,21.79,Hyderabad
1651690800,5,1201.63,3.86,47.3,4.11,18.36,53.71,79.55,14.06,Hyderabad
1651694400,4,781.06,0.05,28.45,23.96,13.11,36.06,56.59,10.89,Hyderabad
1651698000,4,607.49,0.0,16.11,41.84,11.21,28.31,44.32,9.88,Hyderabad
1651701600,3,520.71,0.0,10.62,52.93,9.89,23.6,36.06,9.12,Hyderabad
1651705200,3,507.35,0.0,9.94,55.07,10.01,21.91,32.63,9.12,Hyderabad
1651708800,3,540.73,0.0,12.34,52.21,10.97,22.18,32.47,9.75,Hyderabad
1651712400,4,720.98,0.04,22.62,40.41,14.9,27.81,39.47,12.16,Hyderabad
1651716000,4,1028.06,2.49,39.41,24.68,19.79,37.17,52.48,15.33,Hyderabad
1651719600,4,1054.76,5.7,43.18,27.89,21.46,38.79,55.54,14.19,Hyderabad
1651723200,4,534.06,0.66,17.31,88.69,14.42,27.3,35.91,5.0,Hyderabad
1651726800,4,520.71,1.12,14.22,108.72,15.74,30.37,40.01,4.56,Hyderabad
1651730400,4,554.08,1.34,12.85,140.19,20.03,36.51,46.69,4.94,Hyderabad
1651734000,4,514.03,0.78,8.48,173.09,19.79,44.87,58.67,4.02,Hyderabad
1651737600,4,467.3,0.57,7.11,175.95,18.36,46.12,63.29,3.36,Hyderabad
1651741200,4,440.6,0.54,7.28,165.94,16.93,43.25,61.57,3.04,Hyderabad
1651744800,4,427.25,0.57,8.4,153.06,15.97,41.16,60.09,3.01,Hyderabad
1651748400,4,447.27,0.62,11.14,141.62,16.21,42.17,61.73,3.39,Hyderabad
1651752000,4,480.65,0.44,14.74,128.75,16.45,44.31,64.45,3.89,Hyderabad
1651755600,5,1842.5,9.16,91.85,28.61,34.81,79.22,108.07,17.73,Hyderabad
1651759200,5,3738.4,67.95,102.82,0.0,63.9,144.5,188.47,40.02,Hyderabad
1651762800,5,5340.58,121.59,100.08,0.0,96.32,223.67,284.07,67.89,Hyderabad
1651766400,5,6835.94,150.2,109.67,0.0,129.7,313.58,386.61,94.23,Hyderabad
1651770000,5,7049.56,135.9,105.56,0.0,118.26,345.25,415.74,80.05,Hyderabad
1651773600,5,5180.36,86.72,82.25,0.0,73.43,254.57,304.08,45.6,Hyderabad
1651777200,5,1041.41,0.25,36.67,32.9,19.79,50.26,66.05,11.27,Hyderabad
1651780800,4,534.06,0.0,14.05,55.07,13.11,27.58,36.61,8.04,Hyderabad
1651784400,4,487.33,0.0,9.68,56.51,12.28,25.86,32.54,7.66,Hyderabad
1651788000,4,460.62,0.0,8.4,55.07,10.73,25.36,31.17,6.97,Hyderabad
1651791600,3,440.6,0.0,7.71,54.36,9.66,23.5,28.83,6.46,Hyderabad
1651795200,3,433.92,0.0,7.8,52.21,9.3,21.51,26.56,6.59,Hyderabad
1651798800,3,473.98,0.02,10.88,49.35,11.09,23.53,29.16,7.35,Hyderabad
1651802400,4,567.44,1.01,14.91,49.35,13.83,30.9,38.44,8.23,Hyderabad
1651806000,4,587.46,2.29,14.39,68.66,15.14,37.72,46.9,8.11,Hyderabad
1651809600,4,487.33,1.23,8.91,103.0,12.16,35.12,42.9,4.88,Hyderabad
1651813200,4,467.3,0.76,8.57,120.16,14.19,35.2,42.88,4.24,Hyderabad
1651816800,4,460.62,0.37,9.25,123.02,15.74,35.2,43.37,3.99,Hyderabad
1651820400,4,400.54,0.12,7.11,118.73,12.87,35.61,52.88,3.23,Hyderabad
1651824000,4,383.85,0.14,7.2,118.73,12.99,37.12,64.78,3.23,Hyderabad
1651827600,4,393.87,0.19,8.31,117.3,14.54,37.8,69.31,3.48,Hyderabad
1651831200,4,403.88,0.4,9.08,120.16,15.26,38.13,71.22,3.7,Hyderabad
1651834800,4,433.92,0.58,11.48,121.59,16.93,38.57,71.89,4.12,Hyderabad
1651838400,4,480.65,0.48,15.08,118.73,18.84,38.49,71.77,4.62,Hyderabad
1651842000,5,1388.55,1.06,68.55,55.07,36.72,60.53,98.22,14.19,Hyderabad
1651845600,5,2883.91,16.09,113.79,1.08,65.8,111.91,157.83,29.39,Hyderabad
1651849200,5,3845.21,38.89,111.04,0.0,82.02,160.43,214.0,37.49,Hyderabad
1651852800,5,3791.81,40.23,100.08,0.0,74.39,170.26,226.37,36.98,Hyderabad
1651856400,5,2857.21,25.26,78.83,0.01,52.45,135.23,186.66,30.15,Hyderabad
1651860000,5,1655.58,5.59,58.26,8.14,30.04,86.79,128.28,19.51,Hyderabad
1651863600,4,587.46,0.0,15.94,75.1,14.54,47.31,72.81,7.79,Hyderabad
1651867200,4,473.98,0.0,8.91,79.39,10.61,43.29,62.0,6.59,Hyderabad
1651870800,4,460.62,0.0,7.37,75.1,9.54,42.87,58.18,6.52,Hyderabad
1651874400,4,447.27,0.0,6.85,70.81,8.7,41.94,55.69,6.27,Hyderabad
1651878000,4,423.91,0.0,6.17,68.66,7.99,40.98,53.43,6.27,Hyderabad
1651881600,4,427.25,0.0,6.0,70.81,8.82,43.55,55.36,6.14,Hyderabad
1651885200,5,473.98,0.01,9.25,73.67,18.6,51.46,67.62,5.76,Hyderabad
1651888800,5,534.06,0.53,14.05,71.53,28.61,57.26,80.06,6.14,Hyderabad
1651892400,5,540.73,1.52,13.71,85.12,27.66,56.66,86.4,6.78,Hyderabad
1651896000,5,453.95,0.96,7.54,114.44,17.64,54.89,98.23,5.89,Hyderabad
1651899600,5,433.92,0.66,5.57,135.9,14.19,57.22,107.2,6.02,Hyderabad
1651903200,5,427.25,0.54,5.1,151.63,12.99,59.82,113.2,6.33,Hyderabad
1651906800,5,407.22,0.41,4.41,158.79,11.44,59.34,113.96,5.51,Hyderabad
1651910400,5,413.89,0.42,5.44,165.94,12.99,60.6,116.84,5.13,Hyderabad
1651914000,5,447.27,0.41,7.37,174.52,16.69,63.59,119.46,5.38,Hyderabad
1651917600,5,507.35,0.53,11.48,175.95,21.46,67.11,121.53,6.08,Hyderabad
1651921200,5,620.84,0.75,18.68,171.66,27.66,71.73,124.41,7.16,Hyderabad
1651924800,5,720.98,0.59,25.7,154.5,30.04,73.09,124.37,7.79,Hyderabad
1651928400,5,894.55,0.12,33.93,127.32,32.42,76.28,126.82,9.5,Hyderabad
1651932000,5,1094.82,0.0,38.04,103.0,36.24,84.29,134.02,12.67,Hyderabad
1651935600,5,1201.63,0.0,37.7,92.98,38.15,91.5,139.21,15.07,Hyderabad
1651939200,5,1201.63,0.0,33.93,85.83,37.19,94.83,139.76,16.09,Hyderabad
1651942800,5,1121.52,0.0,29.82,78.68,33.86,93.3,136.37,15.83,Hyderabad
1651946400,5,988.01,0.0,26.39,72.24,29.09,87.4,128.13,13.81,Hyderabad
1651950000,5,774.38,0.0,20.39,70.1,22.65,74.82,111.08,10.51,Hyderabad
1651953600,5,620.84,0.0,13.54,70.81,18.6,64.74,93.98,8.74,Hyderabad
1651957200,5,534.06,0.0,9.25,74.39,16.21,59.28,82.09,7.79,Hyderabad
1651960800,5,540.73,0.0,8.57,71.53,15.14,58.62,77.62,7.92,Hyderabad
1651964400,5,607.49,0.0,10.37,61.51,15.26,60.84,78.66,8.99,Hyderabad
1651968000,5,694.27,0.0,14.22,50.78,16.21,63.85,81.82,10.26,Hyderabad
1651971600,5,907.9,0.1,24.68,35.41,20.03,71.04,90.34,13.05,Hyderabad
1651975200,5,1295.09,4.75,39.07,19.49,25.51,81.94,104.44,16.97,Hyderabad
1651978800,5,1348.5,11.18,39.41,31.47,25.51,80.01,104.35,16.21,Hyderabad
1651982400,5,527.38,1.16,10.54,105.86,13.71,54.19,73.27,4.18,Hyderabad
1651986000,5,494.0,0.73,7.28,130.18,13.83,56.81,78.32,3.61,Hyderabad
1651989600,5,520.71,0.59,6.85,157.36,16.93,62.56,86.01,3.86,Hyderabad
1651993200,5,520.71,0.43,6.51,174.52,17.64,70.2,100.65,3.48,Hyderabad
1651996800,5,520.71,0.3,6.94,170.23,17.17,73.01,110.02,3.17,Hyderabad
1652000400,5,500.68,0.13,7.2,150.2,15.26,69.85,108.63,2.88,Hyderabad
1652004000,5,494.0,0.06,9.25,125.89,15.02,67.76,105.6,3.1,Hyderabad
1652007600,5,540.73,0.09,12.85,108.72,16.93,67.96,99.91,3.99,Hyderabad
1652011200,5,587.46,0.07,16.28,95.84,17.4,66.81,90.04,4.75,Hyderabad
1652014800,5,1255.04,0.16,54.84,46.49,26.46,84.38,105.32,11.53,Hyderabad
1652018400,5,2269.74,5.36,90.48,4.11,41.96,121.43,146.4,21.79,Hyderabad
1652022000,5,2990.72,19.22,95.96,0.04,54.84,158.87,188.92,28.88,Hyderabad
1652025600,5,3177.64,21.9,94.59,0.02,58.17,178.49,211.29,30.91,Hyderabad
1652029200,5,2803.8,14.75,86.37,0.12,51.02,168.17,201.04,27.11,Hyderabad
1652032800,5,2002.72,4.58,74.03,2.95,34.81,132.99,163.28,18.49,Hyderabad
1652036400,5,1134.87,0.06,44.55,21.99,18.84,94.98,121.53,10.89,Hyderabad
1652040000,5,754.36,0.0,23.31,38.98,13.11,81.09,104.95,9.25,Hyderabad
1652043600,5,600.81,0.0,12.85,52.21,10.85,76.88,97.24,8.49,Hyderabad
1652047200,5,514.03,0.0,7.54,69.38,9.54,74.17,91.17,6.52,Hyderabad
1652050800,5,494.0,0.0,6.51,74.39,9.3,74.39,91.17,6.4,Hyderabad
1652054400,5,500.68,0.0,7.11,70.81,9.66,76.07,95.58,7.41,Hyderabad
1652058000,5,534.06,0.01,9.34,68.66,11.09,78.29,102.53,8.04,Hyderabad
1652061600,5,620.84,0.53,14.57,62.94,15.5,82.17,111.73,9.12,Hyderabad
